term,group_count,overall_count,exact_pval,sig,genes
transmembrane transporter activity,12,278,0.008865098167586091,FALSE,YBR207W YGL077C YGR055W YGR243W YHL036W YHR094C YLL061W YML123C YMR011W YNL055C YOR222W YPR138C
unfolded protein binding,5,67,0.010406795093880582,FALSE,YAL005C YDL229W YIL142W YLL026W YNL209W
ATP hydrolysis activity,5,83,0.024402043187818752,FALSE,YAL005C YDL229W YLL026W YLR106C YNL209W
structural molecule activity,7,261,0.2649527009655203,FALSE,YBL092W YGL123W YGL147C YJL158C YKL096W-A YKL164C YLR110C
oxidoreductase activity,7,270,0.293436080145205,FALSE,YCL026C-B YGR192C YHR104W YJR139C YLR109W YLR364W YOL086C
enzyme regulator activity,5,249,0.5607511311231319,FALSE,YHR071W YML058W YNL006W YPL048W YPL111W
RNA binding,7,365,0.6017132211005991,FALSE,YAL005C YBR247C YDR155C YEL034W YGL123W YGR192C YHR104W
ion binding,11,576,0.6126018582649624,FALSE,YDR253C YGR181W YJL210W YKL060C YLL026W YLR090W YML123C YNL036W YOL086C YPL048W YPL111W
DNA binding,6,324,0.6362801209308274,FALSE,YBL054W YDL070W YDR226W YDR253C YNL167C YPL048W
hydrolase activity,8,567,0.8940622747728943,FALSE,YAL005C YDL229W YDR385W YLL026W YLR106C YNL209W YOR133W YPL111W
transferase activity,9,719,0.9618855773474503,FALSE,YCR012W YDR059C YDR226W YDR247W YJL130C YJL210W YKL181W YLR438W YMR291W
