term,group_count,overall_count,exact_pval,sig,genes
unfolded protein binding,9,67,0.07062811458214589,FALSE,YAL005C YBR072W YDR171W YER103W YJR032W YLL026W YNL156C YOR020C YPL240C
acyltransferase activity,20,185,0.07795128823316017,FALSE,YBR177C YBR280C YDL132W YDR177W YDR264C YFL009W YFL024C YGL084C YGR149W YGR184C YHR166C YKL008C YKL034W YKL182W YKR067W YMR298W YNL172W YOL076W YOL110W YPR131C
ubiquitin-like protein binding,6,43,0.11025258058371352,FALSE,YCL008C YER143W YFL009W YJL112W YLR421C YNR006W
guanyl-nucleotide exchange factor activity,6,45,0.12986063526244676,FALSE,YAL024C YDR246W YER019C-A YLR371W YPL048W YPR017C
glycosyltransferase activity,10,92,0.17062710808659826,FALSE,YEL011W YER001W YFR015C YGL038C YGL047W YGL142C YIL085C YML100W YNL192W YOR085W
hydrolase activity,50,567,0.1862073190348245,FALSE,YAL005C YBR067C YBR139W YBR177C YBR245C YBR252W YCL057W YCR026C YDL007W YDL125C YDL192W YDR074W YDR258C YDR287W YDR319C YER019W YER143W YFL044C YGL037C YGR101W YGR248W YGR282C YIL124W YJL001W YJL102W YJR142W YKL113C YKL114C YKL145W YLL026W YLR019W YLR086W YLR361C YML060W YML091C YML100W YMR008C YMR173W YMR287C YNL045W YNL053W YNL090W YNL186W YNL238W YNL330C YOR059C YOR166C YOR208W YOR262W YPL240C
ATP hydrolysis activity,9,83,0.18879990850149891,FALSE,YAL005C YBR245C YDL007W YDR258C YKL145W YLL026W YLR086W YMR173W YPL240C
peptidase activity,9,85,0.20763717691103817,FALSE,YBR139W YCL057W YER143W YFL044C YGR101W YJL001W YNL045W YNL186W YNL238W
enzyme regulator activity,23,249,0.21387104757476932,FALSE,YAL024C YDR246W YER012W YER019C-A YER136W YGR042W YGR100W YIL153W YJL144W YJR138W YKL201C YLR006C YLR371W YML058W YML100W YMR199W YNL157W YOR014W YPL048W YPL137C YPR017C YPR120C YPR175W
chromatin binding,11,110,0.22793743425815935,FALSE,YBR060C YBR245C YDL003W YGL207W YIL026C YIL076W YLR086W YML069W YOR119C YOR144C YPR135W
DNA binding,29,324,0.23079159104856242,FALSE,YAL051W YAR007C YBL054W YBR060C YBR073W YBR245C YCR065W YDL020C YDL132W YDR099W YDR224C YDR225W YDR421W YER095W YGR104C YHL025W YHR006W YJL173C YJR060W YKL049C YKR091W YNL261W YNL312W YOL089C YOR014W YPL048W YPL089C YPL127C YPR175W
isomerase activity,6,56,0.26179781059734325,FALSE,YDR155C YHR057C YIL153W YJR032W YKL195W YMR105C
oxidoreductase activity,24,270,0.2669575178526816,FALSE,YDL015C YDL124W YDR044W YDR513W YGL039W YGL185C YIL124W YIR038C YJR104C YJR139C YKL085W YKL086W YKL182W YKL195W YLR043C YLR100W YLR109W YML080W YNR060W YOL151W YOR085W YOR374W YPL061W YPL171C
protein-macromolecule adaptor activity,10,116,0.4073225018643714,FALSE,YBR005W YDL132W YDR422C YER143W YGL178W YGR077C YJL128C YLL021W YLR026C YOL111C
kinase activity,15,182,0.43809914067957534,FALSE,YBL105C YDL108W YDR422C YFR053C YHL007C YHR135C YJL128C YJL165C YJR059W YKL024C YKL139W YLR133W YMR139W YOL016C YOR119C
GTPase activity,5,59,0.48293957106491303,FALSE,YDL192W YJL102W YMR173W YNL090W YOR262W
lipid binding,9,117,0.556581438381722,FALSE,YDL019C YFL014W YHR001W YLR371W YMR054W YMR175W YNR006W YPL048W YPL100W
DNA-binding transcription factor activity,8,106,0.5811551464461584,FALSE,YAL051W YCR065W YDL020C YDR421W YHR006W YJR060W YPL048W YPL089C
transmembrane transporter activity,21,278,0.5833552294784838,FALSE,YBR008C YBR021W YCL025C YDL217C YDR352W YDR456W YGL080W YGL255W YGR217W YGR281W YHL016C YHR092C YJL054W YJL094C YJL143W YML038C YMR054W YOL122C YOR045W YOR291W YPR128C
