term,group_count,overall_count,exact_pval,sig,genes
RNA binding,82,365,1.7771183846811443e-9,TRUE,YAL035W YBR245C YBR247C YCL037C YDL148C YDL175C YDL189W YDL213C YDR060W YDR117C YDR194C YDR195W YDR312W YDR365C YDR404C YEL055C YER006W YER049W YER151C YER176W YFR001W YGL044C YGL178W YGR103W YGR128C YGR155W YGR156W YGR264C YHL007C YHL038C YHR062C YHR148W YHR165C YHR170W YIL078W YJL010C YJL050W YJL124C YLL011W YLL024C YLR017W YLR060W YLR115W YLR129W YLR145W YLR222C YLR244C YLR276C YLR384C YLR419W YMR012W YMR049C YMR093W YMR290C YMR312W YNL002C YNL075W YNL132W YNL175C YNL251C YNL317W YNR051C YNR054C YOL077C YOL123W YOR001W YOR004W YOR027W YOR056C YOR078W YOR091W YOR141C YOR145C YOR151C YOR206W YOR236W YPL012W YPL146C YPL169C YPL212C YPL217C YPR137W
rRNA binding,16,44,1.7871210634897493e-5,TRUE,YAL035W YDL213C YDR312W YEL055C YGR103W YHR170W YLR145W YMR049C YNL002C YNL075W YOL077C YOR001W YOR004W YOR056C YOR145C YPL146C
mRNA binding,41,189,5.320061882068199e-5,TRUE,YBR245C YCL037C YDL189W YDR060W YDR194C YER006W YER151C YER176W YFR001W YGL044C YGL178W YGR103W YGR155W YGR264C YHL007C YHR165C YIL078W YJL010C YJL050W YJL124C YLL011W YLR017W YLR060W YLR244C YLR276C YLR419W YMR012W YNL002C YNL251C YNR051C YOL123W YOR027W YOR091W YOR141C YOR151C YOR206W YOR236W YPL012W YPL169C YPL212C YPL217C
unfolded protein binding,19,67,1.5669730457997734e-4,TRUE,YDL143W YDR161W YDR212W YFL016C YGL095C YIL005W YIL142W YIR012W YJL111W YJR064W YKL073W YLL024C YLR259C YMR131C YMR186W YNL064C YOR145C YPL239W YPL240C
nucleotidyltransferase activity,19,72,4.3451105441640357e-4,TRUE,YCL050C YDL055C YDL140C YDL175C YDR404C YFL036W YGR277C YIL021W YIL079C YJL148W YJR043C YJR063W YKR025W YLR328W YNL113W YNL248C YNL299W YOR151C YOR340C
methyltransferase activity,19,81,0.0020293605913213274,FALSE,YBR034C YBR175W YBR271W YCL054W YCR047C YDL112W YDR120C YDR440W YDR469W YHL039W YIL064W YKR056W YLR015W YML014W YNL063W YNR046W YOL093W YOL096C YOR021C
helicase activity,15,62,0.004242692318247764,FALSE,YBR142W YBR202W YDL031W YDL175C YDR194C YER176W YFL002C YGL078C YHR169W YJL033W YJL050W YLR032W YLR247C YLR276C YMR290C
structural constituent of nuclear pore,8,26,0.007567949329162766,FALSE,YAR002W YFR002W YGR119C YIL115C YJL061W YML103C YMR047C YOR098C
protein transporter activity,9,33,0.011078235039274605,FALSE,YBR171W YDR086C YDR161W YER087C-B YGL020C YJL053W YJL054W YLR378C YOR045W
ATP hydrolysis activity,15,83,0.055464486296721,FALSE,YBR025C YBR245C YDL166C YFR009W YFR031C YHR169W YIL003W YLL024C YLR259C YLR295C YLR397C YMR186W YMR312W YNL290W YPL240C
glycosyltransferase activity,16,92,0.06589271005528517,FALSE,YAL023C YDR483W YEL040W YER055C YGL022W YGL065C YHR128W YIL085C YJL183W YKL004W YKR061W YLR017W YLR342W YML115C YNL029C YPL227C
transferase activity,96,719,0.10710770882139334,FALSE,YAL023C YAL038W YBL068W YBR002C YBR034C YBR175W YBR271W YCL050C YCL054W YCR008W YCR047C YDL055C YDL112W YDL140C YDL166C YDL175C YDR111C YDR120C YDR196C YDR302W YDR404C YDR440W YDR469W YDR483W YEL029C YEL040W YER055C YFL009W YFL036W YGL022W YGL065C YGL115W YGL155W YGL253W YGR274C YGR277C YHL003C YHL007C YHL039W YHR025W YHR090C YHR099W YHR128W YHR208W YIL021W YIL035C YIL064W YIL079C YIL085C YJL148W YJL183W YJR043C YJR063W YKL001C YKL004W YKL116C YKR025W YKR056W YKR061W YLR005W YLR015W YLR017W YLR096W YLR113W YLR180W YLR247C YLR328W YLR342W YML014W YML115C YMR215W YNL029C YNL063W YNL113W YNL132W YNL248C YNL299W YNR046W YOL013C YOL061W YOL076W YOL093W YOL096C YOL136C YOL143C YOR006C YOR021C YOR151C YOR340C YPL028W YPL141C YPL204W YPL227C YPR051W YPR069C YPR106W
chromatin binding,16,110,0.21063562483026066,FALSE,YBR202W YBR245C YCR042C YDR121W YDR195W YDR325W YEL009C YFR031C YGR274C YHR197W YJL081C YJL124C YLR002C YLR113W YNL216W YOL012C
